Дата турнира: 2026-04-17T04:37:44.038Z
Оружия: 31

  БАГ: АВАРИЯ: game.spawnMinion is not a function
Тотем vs Светильник Джека -> jackOLantern | HP 0:21 | Пики P:0 Z:1
Тотем vs Костная мука -> totem | HP 28:0 | Пики P:0 Z:1
Тотем vs Книга с пером -> totem | HP 6:0 | Пики P:0 Z:3
Тотем vs Элитры -> ничья | HP 0:0 | Пики P:0 Z:1
Тотем vs Золотое яблоко -> goldenApple | HP 0:44 | Пики P:0 Z:1
Тотем vs Невидимость -> totem | HP 50:0 | Пики P:0 Z:1
Тотем vs Зелье гравитации -> gravityPotion | HP 0:10 | Пики P:0 Z:3
Тотем vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:0 Z:1
Вагонетка с воронкой vs Рельсы -> hopperMinecart | HP 91:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Лодка -> hopperMinecart | HP 85:0 | Пики P:1 Z:2
Вагонетка с воронкой vs Без оружия -> hopperMinecart | HP 100:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Удочка -> hopperMinecart | HP 52:0 | Пики P:1 Z:0
Вагонетка с воронкой vs Трезубец Лояльности -> hopperMinecart | HP 64:0 | Пики P:1 Z:0
Вагонетка с воронкой vs Ведро воды -> hopperMinecart | HP 4:0 | Пики P:0 Z:2
Вагонетка с воронкой vs Ведро лавы -> hopperMinecart | HP 75:0 | Пики P:0 Z:1
Вагонетка с воронкой vs Снежки -> snowball | HP 0:10 | Пики P:3 Z:2
Вагонетка с воронкой vs Огниво -> hopperMinecart | HP 66:0 | Пики P:0 Z:13
Вагонетка с воронкой vs Пузырёк опыта -> hopperMinecart | HP 44:0 | Пики P:1 Z:0
Вагонетка с воронкой vs Тотем -> hopperMinecart | HP 70:0 | Пики P:0 Z:1
Вагонетка с воронкой vs ТНТ -> hopperMinecart | HP 57:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Слизневый поршень -> hopperMinecart | HP 60:0 | Пики P:0 Z:1
Вагонетка с воронкой vs Наблюдатель -> hopperMinecart | HP 92:0 | Пики P:0 Z:1
Вагонетка с воронкой vs Улей -> beehive | HP 0:1 | Пики P:0 Z:5
Вагонетка с воронкой vs Нотный блок -> noteBlock | HP 0:86 | Пики P:0 Z:0
Вагонетка с воронкой vs Шалкеровый ящик -> hopperMinecart | HP 100:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Якорь возрождения -> respawnAnchor | HP 0:86 | Пики P:0 Z:6
Вагонетка с воронкой vs Жемчуг Края -> hopperMinecart | HP 86:0 | Пики P:1 Z:1
Вагонетка с воронкой vs Плачущий обсидиан -> hopperMinecart | HP 52:0 | Пики P:3 Z:0
Вагонетка с воронкой vs Огненный стержень -> hopperMinecart | HP 18:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Вагонетка с воронкой vs Светильник Джека -> hopperMinecart | HP 62:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Костная мука -> hopperMinecart | HP 100:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Книга с пером -> hopperMinecart | HP 63:0 | Пики P:0 Z:2
Вагонетка с воронкой vs Элитры -> hopperMinecart | HP 62:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Золотое яблоко -> hopperMinecart | HP 12:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Невидимость -> hopperMinecart | HP 68:0 | Пики P:0 Z:0
Вагонетка с воронкой vs Зелье гравитации -> hopperMinecart | HP 73:0 | Пики P:0 Z:2
Вагонетка с воронкой vs Черепашье зелье -> turtlePotion | HP 0:47 | Пики P:0 Z:0
ТНТ vs Рельсы -> rail | HP 0:35 | Пики P:0 Z:0
ТНТ vs Лодка -> boat | HP 0:52 | Пики P:1 Z:2
ТНТ vs Без оружия -> tnt | HP 100:0 | Пики P:0 Z:0
ТНТ vs Удочка -> tnt | HP 52:0 | Пики P:1 Z:0
ТНТ vs Трезубец Лояльности -> loyaltyTrident | HP 0:1 | Пики P:1 Z:0
ТНТ vs Ведро воды -> waterBucket | HP 0:65 | Пики P:0 Z:2
ТНТ vs Ведро лавы -> lavaBucket | HP 0:12 | Пики P:0 Z:1
ТНТ vs Снежки -> tnt | HP 1:0 | Пики P:3 Z:3
ТНТ vs Огниво -> tnt | HP 49:0 | Пики P:0 Z:13
ТНТ vs Пузырёк опыта -> expBottle | HP 0:70 | Пики P:1 Z:0
ТНТ vs Тотем -> tnt | HP 50:0 | Пики P:0 Z:1
ТНТ vs Вагонетка с воронкой -> hopperMinecart | HP 0:37 | Пики P:0 Z:0
ТНТ vs Слизневый поршень -> slimePiston | HP 0:9 | Пики P:0 Z:1
ТНТ vs Наблюдатель -> observer | HP 0:11 | Пики P:0 Z:1
ТНТ vs Улей -> beehive | HP 0:84 | Пики P:0 Z:4
ТНТ vs Нотный блок -> noteBlock | HP 0:93 | Пики P:0 Z:0
ТНТ vs Шалкеровый ящик -> tnt | HP 100:0 | Пики P:0 Z:0
ТНТ vs Якорь возрождения -> respawnAnchor | HP 0:36 | Пики P:0 Z:9
ТНТ vs Жемчуг Края -> enderPearl | HP 0:50 | Пики P:1 Z:1
ТНТ vs Плачущий обсидиан -> cryingObsidian | HP 0:2 | Пики P:3 Z:0
ТНТ vs Огненный стержень -> blazeRod | HP 0:100 | Пики P:0 Z:0
ТНТ vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
ТНТ vs Светильник Джека -> jackOLantern | HP 0:45 | Пики P:0 Z:0
ТНТ vs Костная мука -> tnt | HP 100:0 | Пики P:0 Z:0
ТНТ vs Книга с пером -> bookQuill | HP 0:47 | Пики P:0 Z:2
ТНТ vs Элитры -> tnt | HP 16:0 | Пики P:0 Z:0
ТНТ vs Золотое яблоко -> goldenApple | HP 0:84 | Пики P:0 Z:0
ТНТ vs Невидимость -> invisPotion | HP 0:12 | Пики P:0 Z:0
ТНТ vs Зелье гравитации -> tnt | HP 5:0 | Пики P:0 Z:2
ТНТ vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:0 Z:0
Слизневый поршень vs Рельсы -> rail | HP 0:16 | Пики P:0 Z:1
Слизневый поршень vs Лодка -> boat | HP 0:58 | Пики P:1 Z:2
Слизневый поршень vs Без оружия -> slimePiston | HP 99:0 | Пики P:0 Z:1
Слизневый поршень vs Удочка -> slimePiston | HP 26:0 | Пики P:1 Z:1
Слизневый поршень vs Трезубец Лояльности -> loyaltyTrident | HP 0:68 | Пики P:1 Z:1
Слизневый поршень vs Ведро воды -> waterBucket | HP 0:81 | Пики P:0 Z:3
Слизневый поршень vs Ведро лавы -> slimePiston | HP 46:0 | Пики P:0 Z:2
Слизневый поршень vs Снежки -> snowball | HP 0:56 | Пики P:3 Z:2
Слизневый поршень vs Огниво -> flintSteel | HP 0:8 | Пики P:0 Z:14
Слизневый поршень vs Пузырёк опыта -> expBottle | HP 0:36 | Пики P:2 Z:1
Слизневый поршень vs Тотем -> slimePiston | HP 11:0 | Пики P:0 Z:2
Слизневый поршень vs Вагонетка с воронкой -> hopperMinecart | HP 0:28 | Пики P:0 Z:1
Слизневый поршень vs ТНТ -> slimePiston | HP 10:0 | Пики P:0 Z:1
Слизневый поршень vs Наблюдатель -> observer | HP 0:72 | Пики P:0 Z:1
Слизневый поршень vs Улей -> beehive | HP 0:58 | Пики P:0 Z:6
Слизневый поршень vs Нотный блок -> noteBlock | HP 0:84 | Пики P:0 Z:1
Слизневый поршень vs Шалкеровый ящик -> slimePiston | HP 60:0 | Пики P:0 Z:1
Слизневый поршень vs Якорь возрождения -> respawnAnchor | HP 0:52 | Пики P:0 Z:9
Слизневый поршень vs Жемчуг Края -> enderPearl | HP 0:28 | Пики P:2 Z:2
Слизневый поршень vs Плачущий обсидиан -> cryingObsidian | HP 0:12 | Пики P:6 Z:1
Слизневый поршень vs Огненный стержень -> blazeRod | HP 0:68 | Пики P:0 Z:1
Слизневый поршень vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Слизневый поршень vs Светильник Джека -> jackOLantern | HP 0:16 | Пики P:0 Z:1
Слизневый поршень vs Костная мука -> slimePiston | HP 91:0 | Пики P:0 Z:1
Слизневый поршень vs Книга с пером -> slimePiston | HP 29:0 | Пики P:0 Z:2
Слизневый поршень vs Элитры -> slimePiston | HP 37:0 | Пики P:0 Z:1
Слизневый поршень vs Золотое яблоко -> goldenApple | HP 0:80 | Пики P:0 Z:1
Слизневый поршень vs Невидимость -> invisPotion | HP 0:3 | Пики P:0 Z:1
Слизневый поршень vs Зелье гравитации -> gravityPotion | HP 0:28 | Пики P:0 Z:3
Слизневый поршень vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:0 Z:1
Наблюдатель vs Рельсы -> observer | HP 100:0 | Пики P:0 Z:1
Наблюдатель vs Лодка -> observer | HP 43:0 | Пики P:1 Z:3
Наблюдатель vs Без оружия -> observer | HP 100:0 | Пики P:0 Z:1
Наблюдатель vs Удочка -> observer | HP 88:0 | Пики P:1 Z:1
Наблюдатель vs Трезубец Лояльности -> observer | HP 3:0 | Пики P:1 Z:1
Наблюдатель vs Ведро воды -> waterBucket | HP 0:29 | Пики P:0 Z:3
Наблюдатель vs Ведро лавы -> observer | HP 43:0 | Пики P:0 Z:2
Наблюдатель vs Снежки -> observer | HP 58:0 | Пики P:3 Z:2
Наблюдатель vs Огниво -> observer | HP 32:0 | Пики P:0 Z:14
Наблюдатель vs Пузырёк опыта -> observer | HP 56:0 | Пики P:1 Z:1
Наблюдатель vs Тотем -> observer | HP 50:0 | Пики P:0 Z:2
Наблюдатель vs Вагонетка с воронкой -> hopperMinecart | HP 0:37 | Пики P:0 Z:1
Наблюдатель vs ТНТ -> observer | HP 50:0 | Пики P:0 Z:1
Наблюдатель vs Слизневый поршень -> observer | HP 44:0 | Пики P:0 Z:2
Наблюдатель vs Улей -> observer | HP 37:0 | Пики P:0 Z:5
Наблюдатель vs Нотный блок -> noteBlock | HP 0:57 | Пики P:0 Z:1
Наблюдатель vs Шалкеровый ящик -> observer | HP 99:0 | Пики P:0 Z:1
Наблюдатель vs Якорь возрождения -> respawnAnchor | HP 0:18 | Пики P:0 Z:10
Наблюдатель vs Жемчуг Края -> observer | HP 63:0 | Пики P:1 Z:2
Наблюдатель vs Плачущий обсидиан -> observer | HP 28:0 | Пики P:3 Z:1
Наблюдатель vs Огненный стержень -> observer | HP 26:0 | Пики P:0 Z:1
Наблюдатель vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Наблюдатель vs Светильник Джека -> observer | HP 92:0 | Пики P:0 Z:1
Наблюдатель vs Костная мука -> observer | HP 100:0 | Пики P:0 Z:1
Наблюдатель vs Книга с пером -> observer | HP 62:0 | Пики P:0 Z:3
Наблюдатель vs Элитры -> observer | HP 58:0 | Пики P:0 Z:1
Наблюдатель vs Золотое яблоко -> observer | HP 36:0 | Пики P:0 Z:1
Наблюдатель vs Невидимость -> observer | HP 43:0 | Пики P:0 Z:1
Наблюдатель vs Зелье гравитации -> observer | HP 60:0 | Пики P:0 Z:3
Наблюдатель vs Черепашье зелье -> turtlePotion | HP 0:94 | Пики P:0 Z:1
Улей vs Рельсы -> beehive | HP 36:0 | Пики P:0 Z:5
Улей vs Лодка -> boat | HP 0:24 | Пики P:1 Z:20
Улей vs Без оружия -> beehive | HP 100:0 | Пики P:0 Z:4
Улей vs Удочка -> beehive | HP 44:0 | Пики P:1 Z:6
Улей vs Трезубец Лояльности -> beehive | HP 53:0 | Пики P:1 Z:8
Улей vs Ведро воды -> waterBucket | HP 0:24 | Пики P:0 Z:9
Улей vs Ведро лавы -> beehive | HP 26:0 | Пики P:0 Z:14
Улей vs Снежки -> beehive | HP 56:0 | Пики P:3 Z:7
Улей vs Огниво -> beehive | HP 54:0 | Пики P:0 Z:19
Улей vs Пузырёк опыта -> beehive | HP 38:0 | Пики P:1 Z:8
Улей vs Тотем -> beehive | HP 45:0 | Пики P:0 Z:7
Улей vs Вагонетка с воронкой -> hopperMinecart | HP 0:41 | Пики P:0 Z:6
Улей vs ТНТ -> beehive | HP 56:0 | Пики P:0 Z:6
Улей vs Слизневый поршень -> beehive | HP 50:0 | Пики P:0 Z:7
Улей vs Наблюдатель -> observer | HP 0:59 | Пики P:0 Z:5
Улей vs Нотный блок -> noteBlock | HP 0:89 | Пики P:0 Z:6
Улей vs Шалкеровый ящик -> beehive | HP 98:0 | Пики P:0 Z:5
Улей vs Якорь возрождения -> respawnAnchor | HP 0:16 | Пики P:0 Z:19
Улей vs Жемчуг Края -> beehive | HP 10:0 | Пики P:1 Z:6
Улей vs Плачущий обсидиан -> beehive | HP 34:0 | Пики P:3 Z:6
Улей vs Огненный стержень -> blazeRod | HP 0:67 | Пики P:0 Z:12
Улей vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Улей vs Светильник Джека -> beehive | HP 92:0 | Пики P:0 Z:4
Улей vs Костная мука -> beehive | HP 100:0 | Пики P:0 Z:4
Улей vs Книга с пером -> beehive | HP 14:0 | Пики P:0 Z:5
Улей vs Элитры -> beehive | HP 83:0 | Пики P:0 Z:3
Улей vs Золотое яблоко -> goldenApple | HP 0:26 | Пики P:0 Z:7
Улей vs Невидимость -> beehive | HP 41:0 | Пики P:0 Z:4
Улей vs Зелье гравитации -> beehive | HP 34:0 | Пики P:0 Z:6
Улей vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:0 Z:8
Нотный блок vs Рельсы -> noteBlock | HP 100:0 | Пики P:0 Z:0
Нотный блок vs Лодка -> noteBlock | HP 97:0 | Пики P:1 Z:1
Нотный блок vs Без оружия -> noteBlock | HP 100:0 | Пики P:0 Z:0
Нотный блок vs Удочка -> noteBlock | HP 82:0 | Пики P:1 Z:0
Нотный блок vs Трезубец Лояльности -> noteBlock | HP 59:0 | Пики P:1 Z:0
Нотный блок vs Ведро воды -> noteBlock | HP 84:0 | Пики P:0 Z:2
Нотный блок vs Ведро лавы -> noteBlock | HP 86:0 | Пики P:0 Z:1
Нотный блок vs Снежки -> noteBlock | HP 81:0 | Пики P:3 Z:2
Нотный блок vs Огниво -> noteBlock | HP 80:0 | Пики P:0 Z:13
Нотный блок vs Пузырёк опыта -> noteBlock | HP 79:0 | Пики P:1 Z:0
Нотный блок vs Тотем -> noteBlock | HP 91:0 | Пики P:0 Z:1
Нотный блок vs Вагонетка с воронкой -> noteBlock | HP 86:0 | Пики P:0 Z:0
Нотный блок vs ТНТ -> noteBlock | HP 61:0 | Пики P:0 Z:0
Нотный блок vs Слизневый поршень -> noteBlock | HP 84:0 | Пики P:0 Z:1
Нотный блок vs Наблюдатель -> noteBlock | HP 62:0 | Пики P:0 Z:1
Нотный блок vs Улей -> noteBlock | HP 80:0 | Пики P:0 Z:5
Нотный блок vs Шалкеровый ящик -> noteBlock | HP 100:0 | Пики P:0 Z:0
Нотный блок vs Якорь возрождения -> noteBlock | HP 97:0 | Пики P:0 Z:8
Нотный блок vs Жемчуг Края -> noteBlock | HP 78:0 | Пики P:1 Z:1
Нотный блок vs Плачущий обсидиан -> noteBlock | HP 92:0 | Пики P:3 Z:0
Нотный блок vs Огненный стержень -> noteBlock | HP 81:0 | Пики P:0 Z:0
Нотный блок vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Нотный блок vs Светильник Джека -> noteBlock | HP 75:0 | Пики P:0 Z:0
Нотный блок vs Костная мука -> noteBlock | HP 100:0 | Пики P:0 Z:0
Нотный блок vs Книга с пером -> noteBlock | HP 88:0 | Пики P:0 Z:1
Нотный блок vs Элитры -> noteBlock | HP 79:0 | Пики P:0 Z:0
Нотный блок vs Золотое яблоко -> noteBlock | HP 52:0 | Пики P:0 Z:0
Нотный блок vs Невидимость -> noteBlock | HP 83:0 | Пики P:0 Z:0
Нотный блок vs Зелье гравитации -> noteBlock | HP 100:0 | Пики P:0 Z:0
Нотный блок vs Черепашье зелье -> noteBlock | HP 65:0 | Пики P:0 Z:0
Шалкеровый ящик vs Рельсы -> rail | HP 0:89 | Пики P:0 Z:0
Шалкеровый ящик vs Лодка -> shulkerBox | HP 19:0 | Пики P:4 Z:2
Шалкеровый ящик vs Без оружия -> shulkerBox | HP 31:0 | Пики P:0 Z:0
Шалкеровый ящик vs Удочка -> fishingRod | HP 0:70 | Пики P:1 Z:0
Шалкеровый ящик vs Трезубец Лояльности -> loyaltyTrident | HP 0:16 | Пики P:2 Z:0
Шалкеровый ящик vs Ведро воды -> waterBucket | HP 0:100 | Пики P:0 Z:2
Шалкеровый ящик vs Ведро лавы -> shulkerBox | HP 52:0 | Пики P:4 Z:1
Шалкеровый ящик vs Снежки -> shulkerBox | HP 78:0 | Пики P:4 Z:3
Шалкеровый ящик vs Огниво -> shulkerBox | HP 54:0 | Пики P:4 Z:13
Шалкеровый ящик vs Пузырёк опыта -> shulkerBox | HP 66:0 | Пики P:4 Z:0
Шалкеровый ящик vs Тотем -> totem | HP 0:32 | Пики P:0 Z:1
Шалкеровый ящик vs Вагонетка с воронкой -> hopperMinecart | HP 0:100 | Пики P:0 Z:0
Шалкеровый ящик vs ТНТ -> tnt | HP 0:56 | Пики P:0 Z:0
Шалкеровый ящик vs Слизневый поршень -> slimePiston | HP 0:33 | Пики P:0 Z:1
Шалкеровый ящик vs Наблюдатель -> observer | HP 0:100 | Пики P:0 Z:1
Шалкеровый ящик vs Улей -> beehive | HP 0:100 | Пики P:0 Z:3
Шалкеровый ящик vs Нотный блок -> noteBlock | HP 0:100 | Пики P:0 Z:0
Шалкеровый ящик vs Якорь возрождения -> respawnAnchor | HP 0:100 | Пики P:0 Z:7
Шалкеровый ящик vs Жемчуг Края -> shulkerBox | HP 39:0 | Пики P:1 Z:1
Шалкеровый ящик vs Плачущий обсидиан -> cryingObsidian | HP 0:79 | Пики P:3 Z:0
Шалкеровый ящик vs Огненный стержень -> blazeRod | HP 0:100 | Пики P:0 Z:0
Шалкеровый ящик vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Шалкеровый ящик vs Светильник Джека -> jackOLantern | HP 0:83 | Пики P:0 Z:0
Шалкеровый ящик vs Костная мука -> shulkerBox | HP 33:0 | Пики P:0 Z:0
Шалкеровый ящик vs Книга с пером -> shulkerBox | HP 30:0 | Пики P:1 Z:2
Шалкеровый ящик vs Элитры -> elytra | HP 0:32 | Пики P:0 Z:0
Шалкеровый ящик vs Золотое яблоко -> goldenApple | HP 0:42 | Пики P:0 Z:0
Шалкеровый ящик vs Невидимость -> invisPotion | HP 0:23 | Пики P:0 Z:0
Шалкеровый ящик vs Зелье гравитации -> gravityPotion | HP 0:100 | Пики P:0 Z:2
Шалкеровый ящик vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:0 Z:0
Якорь возрождения vs Рельсы -> respawnAnchor | HP 15:0 | Пики P:0 Z:10
Якорь возрождения vs Лодка -> respawnAnchor | HP 39:0 | Пики P:1 Z:15
Якорь возрождения vs Без оружия -> respawnAnchor | HP 100:0 | Пики P:0 Z:6
Якорь возрождения vs Удочка -> respawnAnchor | HP 58:0 | Пики P:1 Z:9
Якорь возрождения vs Трезубец Лояльности -> respawnAnchor | HP 27:0 | Пики P:1 Z:9
Якорь возрождения vs Ведро воды -> respawnAnchor | HP 27:0 | Пики P:0 Z:11
Якорь возрождения vs Ведро лавы -> respawnAnchor | HP 48:0 | Пики P:0 Z:13
Якорь возрождения vs Снежки -> respawnAnchor | HP 42:0 | Пики P:3 Z:9
Якорь возрождения vs Огниво -> respawnAnchor | HP 85:0 | Пики P:0 Z:20
Якорь возрождения vs Пузырёк опыта -> respawnAnchor | HP 61:0 | Пики P:1 Z:12
Якорь возрождения vs Тотем -> respawnAnchor | HP 55:0 | Пики P:0 Z:12
Якорь возрождения vs Вагонетка с воронкой -> respawnAnchor | HP 30:0 | Пики P:0 Z:8
Якорь возрождения vs ТНТ -> respawnAnchor | HP 48:0 | Пики P:0 Z:7
Якорь возрождения vs Слизневый поршень -> respawnAnchor | HP 36:0 | Пики P:0 Z:10
Якорь возрождения vs Наблюдатель -> respawnAnchor | HP 27:0 | Пики P:0 Z:9
Якорь возрождения vs Улей -> beehive | HP 0:24 | Пики P:0 Z:22
Якорь возрождения vs Нотный блок -> noteBlock | HP 0:68 | Пики P:0 Z:9
Якорь возрождения vs Шалкеровый ящик -> respawnAnchor | HP 100:0 | Пики P:0 Z:6
Якорь возрождения vs Жемчуг Края -> respawnAnchor | HP 85:0 | Пики P:1 Z:7
Якорь возрождения vs Плачущий обсидиан -> respawnAnchor | HP 76:0 | Пики P:3 Z:6
Якорь возрождения vs Огненный стержень -> blazeRod | HP 0:16 | Пики P:0 Z:20
Якорь возрождения vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:1 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Якорь возрождения vs Светильник Джека -> respawnAnchor | HP 32:0 | Пики P:0 Z:8
Якорь возрождения vs Костная мука -> respawnAnchor | HP 100:0 | Пики P:0 Z:5
Якорь возрождения vs Книга с пером -> respawnAnchor | HP 35:0 | Пики P:0 Z:8
Якорь возрождения vs Элитры -> respawnAnchor | HP 58:0 | Пики P:0 Z:7
Якорь возрождения vs Золотое яблоко -> goldenApple | HP 0:50 | Пики P:0 Z:9
Якорь возрождения vs Невидимость -> respawnAnchor | HP 58:0 | Пики P:0 Z:8
Якорь возрождения vs Зелье гравитации -> respawnAnchor | HP 60:0 | Пики P:0 Z:8
Якорь возрождения vs Черепашье зелье -> turtlePotion | HP 0:67 | Пики P:0 Z:8
Жемчуг Края vs Рельсы -> enderPearl | HP 27:0 | Пики P:1 Z:1
Жемчуг Края vs Лодка -> enderPearl | HP 13:0 | Пики P:2 Z:3
Жемчуг Края vs Без оружия -> enderPearl | HP 100:0 | Пики P:1 Z:1
Жемчуг Края vs Удочка -> enderPearl | HP 46:0 | Пики P:2 Z:1
Жемчуг Края vs Трезубец Лояльности -> enderPearl | HP 82:0 | Пики P:2 Z:1
Жемчуг Края vs Ведро воды -> enderPearl | HP 2:0 | Пики P:1 Z:3
Жемчуг Края vs Ведро лавы -> enderPearl | HP 74:0 | Пики P:1 Z:2
Жемчуг Края vs Снежки -> snowball | HP 0:100 | Пики P:4 Z:3
Жемчуг Края vs Огниво -> flintSteel | HP 0:11 | Пики P:1 Z:14
Жемчуг Края vs Пузырёк опыта -> enderPearl | HP 22:0 | Пики P:2 Z:1
Жемчуг Края vs Тотем -> enderPearl | HP 29:0 | Пики P:1 Z:2
Жемчуг Края vs Вагонетка с воронкой -> hopperMinecart | HP 0:8 | Пики P:1 Z:1
Жемчуг Края vs ТНТ -> tnt | HP 0:8 | Пики P:1 Z:1
Жемчуг Края vs Слизневый поршень -> slimePiston | HP 0:34 | Пики P:2 Z:2
Жемчуг Края vs Наблюдатель -> observer | HP 0:16 | Пики P:1 Z:2
Жемчуг Края vs Улей -> enderPearl | HP 3:0 | Пики P:1 Z:5
Жемчуг Края vs Нотный блок -> noteBlock | HP 0:67 | Пики P:1 Z:1
Жемчуг Края vs Шалкеровый ящик -> shulkerBox | HP 0:28 | Пики P:1 Z:1
Жемчуг Края vs Якорь возрождения -> respawnAnchor | HP 0:34 | Пики P:1 Z:8
Жемчуг Края vs Плачущий обсидиан -> enderPearl | HP 72:0 | Пики P:4 Z:1
Жемчуг Края vs Огненный стержень -> blazeRod | HP 0:70 | Пики P:1 Z:1
Жемчуг Края vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:1 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Жемчуг Края vs Светильник Джека -> enderPearl | HP 55:0 | Пики P:1 Z:1
Жемчуг Края vs Костная мука -> enderPearl | HP 100:0 | Пики P:1 Z:1
Жемчуг Края vs Книга с пером -> enderPearl | HP 48:0 | Пики P:1 Z:3
Жемчуг Края vs Элитры -> enderPearl | HP 28:0 | Пики P:1 Z:1
Жемчуг Края vs Золотое яблоко -> goldenApple | HP 0:36 | Пики P:1 Z:1
Жемчуг Края vs Невидимость -> enderPearl | HP 66:0 | Пики P:1 Z:1
Жемчуг Края vs Зелье гравитации -> gravityPotion | HP 0:19 | Пики P:1 Z:3
Жемчуг Края vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:1 Z:1
Плачущий обсидиан vs Рельсы -> cryingObsidian | HP 30:0 | Пики P:3 Z:0
Плачущий обсидиан vs Лодка -> boat | HP 0:9 | Пики P:4 Z:1
Плачущий обсидиан vs Без оружия -> cryingObsidian | HP 100:0 | Пики P:3 Z:0
Плачущий обсидиан vs Удочка -> cryingObsidian | HP 47:0 | Пики P:4 Z:0
Плачущий обсидиан vs Трезубец Лояльности -> loyaltyTrident | HP 0:24 | Пики P:4 Z:0
Плачущий обсидиан vs Ведро воды -> waterBucket | HP 0:22 | Пики P:3 Z:2
Плачущий обсидиан vs Ведро лавы -> cryingObsidian | HP 14:0 | Пики P:3 Z:1
Плачущий обсидиан vs Снежки -> snowball | HP 0:24 | Пики P:6 Z:3
Плачущий обсидиан vs Огниво -> flintSteel | HP 0:32 | Пики P:3 Z:13
Плачущий обсидиан vs Пузырёк опыта -> cryingObsidian | HP 2:0 | Пики P:4 Z:0
Плачущий обсидиан vs Тотем -> totem | HP 0:5 | Пики P:3 Z:1
Плачущий обсидиан vs Вагонетка с воронкой -> hopperMinecart | HP 0:33 | Пики P:3 Z:0
Плачущий обсидиан vs ТНТ -> tnt | HP 0:44 | Пики P:3 Z:0
Плачущий обсидиан vs Слизневый поршень -> cryingObsidian | HP 32:0 | Пики P:6 Z:1
Плачущий обсидиан vs Наблюдатель -> observer | HP 0:24 | Пики P:3 Z:1
Плачущий обсидиан vs Улей -> beehive | HP 0:88 | Пики P:3 Z:5
Плачущий обсидиан vs Нотный блок -> noteBlock | HP 0:92 | Пики P:3 Z:0
Плачущий обсидиан vs Шалкеровый ящик -> cryingObsidian | HP 100:0 | Пики P:3 Z:0
Плачущий обсидиан vs Якорь возрождения -> respawnAnchor | HP 0:84 | Пики P:3 Z:7
Плачущий обсидиан vs Жемчуг Края -> enderPearl | HP 0:36 | Пики P:4 Z:1
Плачущий обсидиан vs Огненный стержень -> blazeRod | HP 0:48 | Пики P:3 Z:0
Плачущий обсидиан vs Гнилая плоть -> ничья | HP 0:0 | Пики P:0 Z:0 | Ошибки:1
  БАГ: АВАРИЯ: game.spawnMinion is not a function
Плачущий обсидиан vs Светильник Джека -> jackOLantern | HP 0:52 | Пики P:3 Z:0
Плачущий обсидиан vs Костная мука -> cryingObsidian | HP 89:0 | Пики P:3 Z:0
Плачущий обсидиан vs Книга с пером -> cryingObsidian | HP 40:0 | Пики P:3 Z:2
Плачущий обсидиан vs Элитры -> cryingObsidian | HP 58:0 | Пики P:3 Z:0
Плачущий обсидиан vs Золотое яблоко -> goldenApple | HP 0:69 | Пики P:3 Z:0
Плачущий обсидиан vs Невидимость -> invisPotion | HP 0:15 | Пики P:3 Z:0
Плачущий обсидиан vs Зелье гравитации -> gravityPotion | HP 0:36 | Пики P:3 Z:2
Плачущий обсидиан vs Черепашье зелье -> turtlePotion | HP 0:100 | Пики P:3 Z:0
Огненный стержень vs Рельсы -> rail | HP 0:20 | Пики P:0 Z:0
